utterance,label
"So then, are you going to dump Jason?",0
"Well, yeah, because I have to break up with someone, and… Okay so Jason is sensitive,  but now so’s Vince  Plus, Vince has the body y'know?",0
So… It’s really just about the math.,0
"Ok, so it's a tie again, 41 to 41.",0
"Ok, look! Enough is enough!",2
"No, I have just to have two more points to beat him!",1
"Monica, that was also true an",0
I can't just walk away! I've put in four hours!,2
You knew this about me when you married me!,0
You agreed to take me in sickness and in health.,0
"Well, this is my sickness!",2
"Oh yeah-yeah, the lobster.",0
"Yeah, I mean I was up sick all night.",0
"Yeah me too, all night.",0
Really?! How come we didn’t cross paths?,1
"Yeah well that’s because uh…I stayed in my room. Yeah, you don’t want to look in my hamper.",0
I can’t believe there is a naked hooker in there!,2
Wait! Wait! Maybe she’s a hooker,1
"Yeah, okay let’s leave these two alone.",0
"No! I do not care what my hormones are doing, I am not going to just do it with some random guy!",2
Fine! Then you tell Roger because he was really looking forward to this!,2
So.,0
So.,0
I just thought the two of us should hang out for a bit.,0
"I mean, you know, we've never really talked.",0
"I guess you'd know that, being one of the two of us, though, right?",0
"I know, I probably shouldn't even tell you this, but I'm pretty much totally intimidated by you.",2
Really? Me?,1
"Oh my god, are you kidding?",1
"Ross is so crazy about you, and I really wanted you to like me, and, it's probably me being totally paranoid, but I kinda got the feeling that maybe you don't.",2
"Well, you're not totally paranoid.",0
Oy.,1
"Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right.",2
"Thanks. Hey, listen, would you like to go to a movie sometime or something?",0
"Yeah, that'd be great. I'd love it.",1
"I'd love it too. Shoot, I gotta go. So, I'll talk to you later.",0
"All right, Julie.",0
Bye.,0
Bye.  What a manipulative bitch.,2
"Chandler, I found the perfect ring.",1
"Oh, that’s uh, that’s pretty nice but I’m gonna go with the one I picked first.",0
"Oh my God Chandler, the one you picked is gone. It’s over!",2
What?,2
Some guy bought it. I’m sorry. I tired to stop it but they  put me in jail!,2
They put you in jail?,2
The little jail between the doors!,2
"Phoebe, I asked you to guard the ring!",2
"I know, I’m sorry! But y’know, this ring is better! Monica never even saw the other ring.",2
Yeah but when he proposed to me with the ring I got goose bumps.,2
Maybe it was the guy.,0
It was the ring!,2
"No, not that, I mean, what about you and Mindy?",0
"Well, if you want, I'll just—I'll just break it off with her.",0
"No. No-no-no-no, no. I mean, don't do that. Not, I mean not for me.",2
"Dr. Farber, Bobby Rush is here for his adjustment.",0
"Thanks, Bernice.  Let's go away this weekend.",0
"Oh, Barry..! Come on, this is all way too..",1
"We can, we can go to Aruba!",1
"When I went there on what would have been our honeymoon, it was, uh... it was really nice.",2
You would've liked it.,2
I had a bra.,0
"Hey, Dr. Farber.",0
"All right Miss Green, everything looks fine... Yep, I think we're starting to see some real progress here.",0
What?!,2
"I'm twelve, I'm not stupid.",2
Oh my God! What does,2
Oh that's an eye removal machine.,0
"All right, I'm outta here!",2
I'm kidding! I'm kidding!,1
So were done then!,2
"Almost! But first, we gotta start.",0
This is a glaucoma test.,0
Uh-huh.,0
Sit down.,0
Okay.,0
"But your chin here.  Now, you'll feel a small puff of air in each eye.",0
What?!,2
"A small puff of air, now come on!",2
"Sure, now I’m scared.",2
"No, we can go together! Just don’t wait too long though, okay? ‘Cause I’m outta here sometime before Friday.",0
"Yeah, but I don’t wanna die!",2
"No-no, it’ll be fun! We can come back and we can haunt these guys!",1
"Um, Chandler, Ross, this is Robert.",0
"Oh, hey.",0
Hi.,0
"You’ve have lipstick right here . That’s okay, it’s mine, we just kissed.",0
Hey!,1
Hey!,1
No. Y'know how we’re always saying we need a place for the mail.,0
"Well, I started building one. But then I decided to take it to the next step.",0
You’re building a post office?,2
"No, an entertainment unit, with a mail cubby built right in. It’s a one day job, max.",0
Okay.  My word! Those are snug.,2
"Oh yeah. These are my old work pants, Sergio Valente’s.",0
Power saw kinda got away from me there.,0
Hi!,1
Another cheesecake came! They delivered it to the wrong address again!,2
"So just bring it back downstairs, what’s the problem?",0
I can’t seem to say goodbye.,2
"Are you serious?! Chandler, we ate an entire cheesecake two days ago and you want more?",2
Well I’ve forgotten what it tastes like okay?!,2
It was cheesecake.,0
It was fine.,0
"It had a buttery, crumbly, graham cracker crust, with a very rich yet light, cream cheese filling…  Wow!",1
My whole mouth just filled with saliva!,1
Y’know what? Forget it!,2
Yeah and we’ll drop it off downstairs so that we’re not tempted.,0
Good idea. Where do you want to go to lunch?,0
"Momma’s Little Bakery, Chicago, Illinois.",0
This one’s from me.,0
Ahh!,1
"It wasn’t on your list, but hopefully you’ll think it’s really fun.",0
A scooter!,1
Stick to the list. Always stick to the list.,0
"No! No-no, I love it. Thank you.",1
"Okay, open ours next. Open ours next!",1
Okay.,0
"Now that you’re a couple, we don’t get two presents from you guys?",0
For my last birthday you gave me a,0
Okay.,0
Happy birthday Grandma!,1
It’s better to be over the hill  then buried under it.,0
All our love Monica and Chandler.,0
"That’s funny, yeah!",1
No-no-no-no! That was the joke!,2
"No, I know! I get it! It’s funny!",1
"No, because you’re not a grandmother!",2
"No I know, because to be a grandmother you have to be married and have children and I don’t have any of those things.",2
That’s why it’s so funny.,0
All you had to do was buy the card!,2
"Hey, Joey. What's going on?",0
Clear the tracks for the boobie payback express. Next stop: Rachel Green.,0
Joey!! What the hell were you doing?!,2
Sorry. Wrong boobies.,2
"Hello, Joey.",0
"Oh! ...Hello, dear.",1
Man. Can you believe he's only had sex with one woman?,1
"I think it's great. Y'know, it's sweet, it's romantic...",1
Really?,1
"No, you kidding? The guy's a freak..",2
"Hey, buddy.",0
"Oh, that's attractive.",0
"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.",1
"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?",2
"Oh, ah- the kid has it.",0
"The kid...?  Excuse me, uh, that's, that's my puck.",2
"You gotta do it, man.",0
"Oh yeah? Well, I'm rubber, you're glue, whatever——can't do it.  Listen, uh- gimme back my puck.",2
"Yes', how about. C'mere. Gimme!",2
Hey! Hey! No rough holding in my ER!,2
GIVE ME MY PUCK!!,2
...Now,2
"Oh, look, wish me luck!",1
What for?,0
I'm gonna go get one of those  job things.,0
"Oh, I told the stripper to be here at five. That’s good right?",0
You ordered a stripper for the shower?! That is totally inappropriate!,2
What? He’s gonna be dressed as a baby!  Oh hi Mrs. Green!,1
Hi!,1
I’m so glad you could make it.,1
"Yes, thank you so much. And again, we’re so sorry. We could not feel worse about it.",1
Try. There’s my little girl.,1
She’s still mad.,0
Yeah I know. Isn’t it great? One less person we have to make small talk with.,1
"Phoebe, Sandra’s mad at you too. It-it doesn’t bother you?",1
"Oh, that’s very—Really very-very okay.",0
"Julie’s cervix is dilated a seven centimeters, that’s about four fingers. The doctor let me feel it myself.",1
Have you felt Rachel’s cervix Ross?,0
"No, I don’t think we’ll be doing that.",2
We’re not gonna do that.,2
"Well, if you like you can feel Rachel’s and then feel mine to compare.",0
Am I interrupting?,0
Uh yes! Thank you.,1
Oh. Oh wait no.,0
Later.,0
"Oh uh, I’m sorry.",0
No Ross! Ross! Ross! My child has no father!,2
Try feeding her again.,0
I already fed her.,0
"I know, that’s why I said again!",2
"Alright you guys, we can’t turn on each other, Okay?   That’s just what she wants.",2
Hey.,0
Phoebe! Rachel! It’s Monica! I wonder what you could possibly need me for on such short notice!  Oh.,1
"Oh Monica, we are so sorry.",2
For what?,1
"Well first, for forgetting to throw you a bridal shower.",2
And then for forgetting to invite you to it.,0
You al-you already had it?,2
"Well, we called everyone in your phone book and a bunch of people came, but it took us so long to get you here that they-they had to leave.",0
"Yeah, we wanted to throw you a big surprise and a great shower, and now you don’t have either.",2
We ruined everything.,2
Ugh,2
"Well no, wait a minute, that’s not true!",2
"No, what did, that was really sweet.",1
And it kinda works out for the best.,1
"What do you, what do you mean?",1
"Well now, I get to spend my shower with the only people I really love!",1
"I mean, I get all those presents  without having to talk to people I don’t even like!",1
Surprise,2
Surprise,1
Monica.,0
"I can't believe it's raining again! Oh, it's so unfair!!!",2
"Well, on the bright side, now you won't have to see all these paleontologists with their shirts off.",0
Not you guys.,0
You got it going on!,1
"So, what are we gonna do today?",0
They have a game room downstairs! Ping pong and stuff.,0
"Ping pong?  Honey, they have ping pong! Let's play!",1
I don't think so!,1
Why not?,0
"Because you know how competitive you get and well, I say it's cute, others disagree, and I'm lying!",0
I'm not always that bad!,0
"Oh,",0
I punched you...?,2
And...?,2
... Phoebe...?,2
... and...?,0
I clunked your heads together!,0
"Sorry I ah, I scared you in there.",2
"Oh, that’s okay. By the way, I was just checking the shower massager.",0
Yeah.,0
Hey!,2
I tried to reach you at work. There’s....been a fire.,2
What?! Oh my...  Oh my God!! What happened?!,2
"Well, we believe it originated here.  In the Aroma Room.",0
All right. Did everyone get out okay?,2
"Well, the giraffe’s okay. And so is the pirate.",0
Ohh. What is this?,2
"No Phoebe, don’t look! You don’t want to see what’s under there!!",2
"Ohh, the-the Foster puppets!",2
Hey! How long until Pete’s fight?,0
"Oh, about five minutes. Right now they’re interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves.",0
Hot dog?,0
"Four, please.  I’m really nervous.  Thank you.",2
"So Ross, how umm, how did it go with Bonnie?",0
"I gotta tell you, I-I wasn’t expecting to like her at all, I mean I actually wasn’t expecting to like anyone right now, but she’s really terrific.",1
"Ohh, that’s too bad!",2
"No, I-I’m saying I liked her.",1
"Yeah, y'know what, there are other fish in the sea.",0
"Pheebs, I think she’s great. Okay? We’re going out again.",1
"Okay, I hear you! Are you capable of talking about any thing else?",2
Hey! Which one’s my turkey burger?,0
"Ahh, the one next to my foot. Sorry.",0
"Hey, the fight’s starting!",1
"Okay, we’ll be right in.  So ah, did your boss try to slap you again today?",0
Nine times!,2
"Okay, I had to put on lotion!",0
"But, it’s gonna be okay, because as of tomorrow I’m conducting an experiment, and if all goes as planned, my butt will be smack free.",0
Fight’s over!,0
"Okay, okay, here she comes!  How do I look? Do I look like a guy who doesn’t want to get married?",0
"Yeah! And also, a little like a French guy.  I never noticed that before.",1
Hi guys!,1
Hey!,0
What are you up too?,0
"Oh, just hanging out, talkin’ about uh, websites.",0
"Yeah, we saw this really interesting website about marriage and how totally unnecessary it is and how its just a way for the government to keep tabs on you.",0
"Yeah, Big Brother.",0
Well that’s a little crazy. Although I am y’know glad to hear that you’re branching out on what you look at on the Internet.,0
"Yeah, well… Y’know, it just got me thinking though, why would anybody ever want to get married huh?",0
Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!,2
Eh,0
Okay well that’s good to know.,2
The Mr. Bowmont’s here!!!,1
"Oh that’s great, my friend Joey’s in the movie business.",1
Y’know who I ran into from school? Howie.,0
My friend’s name is Joey.,0
Apparently Howie’s editing now.,0
"Yeah, he-he-he calls me up and asks me if he can edit my new movie.",2
Can you believe that?!,2
Y’know I-I-I haven’t spoken to him in like ten years and he asks me for a favor!,2
"Yeah, I’ve always hated that Howie.",2
"No, no ""How you doing?"" Man, I mean not even a cup of coffee first!",2
The nerve huh?,2
Yeah!,2
Refill?,0
Hey! How you doing?,1
"Good! Good, long time no see.",1
Like your sweater.,0
"Oh hey, right back at ya.",0
"Oh, it’s crazy about Rachel huh?",1
"Yeah. She—Well, she’s one crazy lady?",1
So whose is it?,0
"Umm, I don’t some Italian guy. Come on, read your own label. See you later.",0
Okay.,0
He is so weird.,2
You wanna fool around with Joey?,2
Yeah!,1
"You know, ever since I had that dream about him, and can't    get it out of my head!",1
"And what's the big deal, people do it all the time!",2
Who? Who do you know that are friends that just fool around?,2
"Ok, off the top of my head... Don and Janet.",0
"Who, who are they?",0
I know them from work.,0
Both of them?,2
"No, one of them...",0
Which one?,0
"I don't know, what were the names I just said?",0
"Rachel, things can get incredibly complicated.",2
"All right, all right, you're right",2
What the hell are you cooking!,2
Oh my God! How did you get back here?!,2
"Fire alarm?  Oh! Hi, officer—fireman, can-can I help you?",2
We found your fire alarm in the trash chute.,2
That’s not mine.,0
Yes it is.,0
How do you know?,2
"The next time you want to dump a fire alarm in a trash chute, don’t wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",2
"Okay do you—Okay, do you have a search warrant? Because the last time I checked this was still America!",2
"Please reattach this, it’s against the law to disconnect them.",0
Fine!  But please God.. tell me how to stop them from going off!,2
There’s a reset button under the plastic cover.,0
There’s a reset button?!,2
My God!,2
Why didn’t I see that!,2
"Reset button, reset button, where is there a reset button?",0
Oh here it is!,1
Oh!,1
"Ohh, God!",1
"Four letters: ""Circle or hoop"".",0
"Ring dammit, ring!",2
Thanks.,0
"Hey, you know our phone's not working?",2
What?!,2
"I tried to call you from the coffee shop, and there was no answer.",0
"I turned it off. Mother of God, I turned it off!",2
Just like you told her you did!  ... Just pointing out the irony.,0
"Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?",2
Nngghhh!!!!!!!,2
"Can I use your phone?  Yeah, the number for a Sidney Marks, please.",0
"""Heating device.""",0
Radiator.,0
Five letters.,0
Rdtor.,0
"Yeah, is Sidney there?  Oh, this is?  Sidney's a woman.",2
"Well, you'll have to wait your turn.",0
"Well, how long do you think it'll be?",0
Any minute now.,0
"Hey, this-  Heyy...",1
Hey.,0
Hey! Any good mail?,0
"Yes, you got something from the Screen Actor’s Guild.",0
"Ooh, it’s probably a residual check, hey can you open it for me, I’m kinda….",0
"""Benefits lapsed.""",0
Hmm that’s weird. I don’t remember being in a move called benefits lapsed.,0
"Okay, it’s not a check. They’re saying your health insurance expired because, you didn’t work enough last year.",0
Let me see that!,2
All right.,0
"Oh, I can’t believe this!",2
This sucks!,2
"When I had insurance I could get hit by a bus or catch on fire, y’know?",2
And it wouldn’t matter.,2
Now I gotta be careful?,2
"I’m sorry man, there’s never a good time to  stop catching on fire.",2
"All right well, I guess I gotta go get a job. I’m gonna go see my agent.",2
"Okay, make sure you look both ways before you cross the street.",0
look both ways before you cross the street.,1
I can't believe Phoebe's gonna have her babies!,1
"I know, it's beautiful. Amazing.",1
"I had to kiss Phoebe and Rachel every time I left a room, I mean it's too bad they didn't see us having sex.",0
Do you know anything about women?,0
No.,0
That's all right.,0
Okay.,0
Remember when we went to Central Park and rented boats?.. That was fun.,1
Yeah. He could row like a viking.,1
Hi.,0
Mmm.,0
So how'd it go?,0
"Oh, y'know..",0
Did he mention us?,0
He said he's really gonna miss you guys.,2
"You had a rough day, huh.. c'mere.",2
...love you.,1
Are you're hands still wet?,0
"Uh, moist, yeah.",0
Let's dry 'em again.,0
Oh my God! Oh my God!!,2
Still crying?,1
Like a,0
"Y’know, I only know of two surefire ways to shut a man up. And one of them is sex.",0
What’s the other one?,0
"I don’t know, I’ve never had to use the other one.",0
"I’m just saying y’know, if we’re having sex, he’s not gonna be talking.",0
Oh that’s right.,1
You’re the talker.,0
"Anyway uh, great idea!",1
"Umm, I gotta go to the store; I told him that I would buy him some more tissues.",0
"Oh, we have some",0
No you don’t!,2
"Okay, yeah.  Triple A can pick us up.",0
"Yeah, what town are we near?",0
"Freemont. West-Westmont, ah Westburg?",0
Then why are you answering? Do you at least know what route we’re on?,2
"Yeah, we are definitely on Route 27.",0
"Okay.  We are at a rest stop on Route 27. Okay.  There is no Route 27.   Okay, either 93 or 76?",0
"I don’t know, I’m sorry, I always slept in the back when we drove up here.",2
"Hey, can you send somebody up and down 76 and check every rest stop, and, and also 93?",0
Okay!,0
"Yeah, no they don’t do that.",0
"Ugh, okay, well somebody will come and save us.",0
Who?,2
I mean have you seen a car come by here in the last hour and a half?,2
"I think we should call Ross, maybe he can get a car and come pick us up.",0
"No! No, I am not getting in a car with Ross, we will just have to live here!",2
But if...,2
"No you guys, I am not getting in a car with him, you’ll have to think of something else.",2
"Oh good, oh Joey and Chandler are back.",1
So the going for help went well?,0
"I’m telling you man, I saw it.",0
"Yeah, well, you’re wrong! Okay, you’re wrong.",2
"I’m not wrong! I wish I was. I’m sorry. Bet that barium enema doesn’t sound so bad now, huh?",2
I know.,0
Let’s try a look…of far off…wonderment.,0
"Okay, we’ll-we’ll gaze into our future and we’ll think about our marriage and the days to come.",1
Chandler!,2
What is the matter with your face?!,2
"I mean this picture is supposed to say ""Geller and Bing to be married,"" not ""Local woman saves drowning moron!""",2
Hey!,2
Don’t laugh at him!,2
He’s,0
We’re gonna find love!,1
Definitely!,1
"Yeah, I’m pretty confident about that.",0
That’s what makes it so easy for me to be 80% happy for Monica and Chandler!,1
It would be nice to have a little guarantee though.,0
What do you mean?,0
"Well y’know, some people make deals with a friend, like if neither of them are married by the time they’re 40, they marry each other.",0
You mean a backup?,0
Exactly!,1
"Yeah, yeah I got that.",0
You do?,0
Hm-mmm,0
Who?,0
Yeah!,1
Are you serious?!,2
"Yeah, I locked him years ago!",1
"Wh… So… If neither of you are married by the time you’re 40, you’re gonna marry Joey.",1
"Yep, we shook on it. Yeah but believe me that is not how he wanted to seal the deal.",0
"Oh, seriously?",1
"Yeah uh, what am I gonna do?",0
"Yeah, I’m sorry man.  You wanna go watch?",0
Yeah!,1
Good morning.,0
"Hi Tag! Hey, so did you have fun with uh, with Joey last night?",1
Oh yeah! We went to the Knicks game.,1
Ohh that’s nice.,1
Then we went to this bar and he hooked us up with all these women!,1
Wo-women? You mean like old women?,2
"Well kinda old, like 30.",0
Oh.,0
"And I never used to be able to just talk to girls in bars, but I got like 20 phone numbers last night.",1
"That’s great! Wow man, so Joey must’ve really taught you some stuff huh?",1
A little.,0
Yeah?,1
How you doin’?,0
"Phoebe, we are so proud of you! You're amazing!",1
I know.,0
So does it really hurt as bad as they say?,1
What did you just say?,2
You roll another hard eight and we get married here tonight.,1
Are you serious?!,2
Yes! I love you! I've never loved anybody as much as I love you.,1
I've never loved anybody as much as I love you.,1
"Okay, so if an eight comes up, we take it as a sign and we do it!",1
What do you say?,0
Okay!,1
Okay! Come on! Let's go! All right!,1
Okay! That's a four! And where-where's the other one?,2
It went under the table.,0
"Nobody move!  Okay, you look that way; I'll look this way!",2
Here it is! Here it is!,1
That could be a four or a five. It's your call.,0
It's a four.,0
I think so too.,0
Well that’s it. I’m done. Whew!  There come the meat sweats.,1
"Well Joey, we’re all…we’re all very proud of you.",1
"Yes, I believe we can expect a call from the President any moment now.",0
Is there anything we can do for you?,0
"No just, nobody press on my stomach.",0
You can keep those pants by the way.,0
Whoa—hey—wh-wh-what do you got there? What is that? Pie?,1
"Yeah, you want some?",0
"Ah, just cut me a little sliver.",1
A little bigger.,0
Little bigger.,0
What?!,1
Are you afraid you’re gonna run out?!,2
Cut me a real piece!,2
"Phoebe, oh my God! Wh-wh-what are you doing here?",1
"I need to talk to you, it’s pretty urgent. It’s about Monica and Chandler.",0
Oh my God!,2
"Of course, of course.",0
"Umm, would you please excuse me for a moment?",0
"Umm, do you know each other’s hometowns?",0
Why don’t you…   Wh-what’s going on?,2
"Well, umm, not much.",0
"But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y’know?",0
"So, could I just move in with you for a couple days?",0
"Umm, okay, yeah, sure. But wh-what’s wrong with Monica and Chandler?",0
Nothing..Why?,0
"Phoebe, you said it was urgent!",2
Oh yeah it is! I’m going to the movies and it starts in like five minutes.,0
Do you realize I have a classroom full of students?,2
"Oh, I’m sorry. I’m so rude. Does anyone want to come to the movies?",0
"Look, look, there’s got to be a way we can work past this.",2
"Okay,  I can’t imagine, I can’t imagine my life without you.",2
"Without, without these arms, and your face, and this heart.",2
"Your good heart Rach,  and, and....",2
No.,0
"I can’t, you’re a totally different person to me now.",2
"I used to think of you as somebody that would never, ever hurt me, ever.",2
"God, and now I just can’t stop picturing with her, I can’t,  it doesn’t matter what you say, or what you do, Ross.",2
"It’s just changed, everything.",2
Forever.,2
"Yeah, but this can’t be it, I mean.",2
Then how come it is?,2
"Windows are clean, candels are lit.",0
"Uh, belt's to tight, gotta change the belt.",1
Did I turn the fish?,0
"No, cause I made lasagne.",0
Am I out of control?,2
Just a touch.,0
"Mon, I don't understand.",0
"I mean, you've been dating this guy since like, what... his midterms?",2
"I mean, why all the sudden are you so... Oh.",1
What?,0
Could tonight be the Night?,1
I don't know.,0
Look he's a great guy and I love being with him but... you know.,1
"Things happen, and they happen.",1
You don't plan these things.,0
"So, did you shave your legs?",0
Yeah.,0
Ross!,2
"Okay, Raymond, Joey you're up.",0
Hi!,1
"Okay, uh well, let's try one. Whenever you guys are ready.",0
Uh-oh.,2
Is there a problem?,0
"Well this is noodle soup and uh, I've been working with tomato.",0
"But that's okay, no problem.",0
No problem.,0
"Hmm, noodle soup.",0
"Y'know, that's-that's fine, but the line is, ""Hmm, soup.""",0
"Oh, what did I say?",2
"Hmm, noodle soup.",0
How's that different?  Oh! Yeah!,1
"All right, let's try one.",0
"Hmm, noodle soup.",0
Okay. Let's do it again.,0
Okay.,0
"Hmm, soup.  I mean, noodle soup. I mean soup!",2
COME ON!!!!,2
Y'know what? We need to move on.,2
"No! No! I-I can do it one more time! See? Look!  Hmm, noodle soup. Damnit!",2
Okay. Just give us a second. Ross!,0
Yeah?,0
Give her some money.,0
I really think they’re out of rooms.,0
"They’re not!! Ross, they’re just saving them for the important people!! Okay?! What-what if I was the president?!",2
"Well then we’d be in a lot of trouble, you don’t know where any countries are.",0
Okay.,0
"Uh, say would you umm… Would you mind checking again to see if any umm, private rooms may have  opened up?",0
This is a hospital.,0
Y’know what?,0
I’d have to say I really don’t care for your tone.,2
And this is not the only hospital in this city and we have no problem to—Whoa!,2
Oh gosh!,2
What-what?,2
Ow! Ow! Contraction.  Ow-ow! Ow-ow!,2
Would you like to see a semi-private room?,0
"Yeah, it couldn’t hurt to look.",0
"I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.",0
That's funny. Who are they?,1
"The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.",0
You mean they're lovers.,1
If you wanna put a label on it.,0
"Wow, uh, anything else I should know?",1
"Oh God, Ross, I cannot do this.",2
"Okay, quick and painful.",0
"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",2
"Oh, what? What-what?",2
Y'know Marcel?,0
...Yeah?,0
"Well, I kind of... I kind of lost him.",2
Hi Pheebs!,1
Hi!,1
How are ya?,0
Good.,0
"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy’s cell phone?",0
Yeah.,0
And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,0
Yeah!,1
And do you remember going into my purse and stealing the phone?!,2
"Ooh, now you lost me.",2
You stole the phone!,2
No I didn’t!,2
"No? So you’re saying that if I called it, it wouldn’t ring?",2
"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!",2
Phoebe!,2
It’s not here.,0
"Puzzler. A bit of a puzzle. Why don’t you um, check the copy room, maybe you left the contracts in there?",0
How could I have left them in the copy room?,0
I don’t know Tag! How can your genitals make phone calls? Okay? It’s not a perfect world! Just go please.,2
Fine.,2
How ya doin'? Welcome. Good to see ya!,1
This will be your phone.,0
"That's great. But uh, I'm not really expecting a lot of calls.",0
No you answer it and take pledges.,0
But I'm the host!,2
"No, Gary Collins is the host. You'll be answering the phones.",0
"You don't seem to understand. See, I was Dr. Drake Remoray.",0
"Well, here's your phone doctor.",0
Hey guys.,0
Hey Gunther. Hi.  I mean you’re going out on a date with the noisy guy upstairs?,2
"Well, he’s very charming.",0
"I know, he’s too charming, but if you two start going out, then it’s just gonna make it so much harder for me to hate him.",2
"Well, you’re just gonna have to try.",0
"Joey, where are the",0
"I don’t know, Chandler is supposed to be passin’ ‘em around...",0
"Okay, ten blocks down. Five to go.",2
Oh wait! Stop! Stop! Stop!,1
Oh I’m sorry! Do you need a break?,2
My boots in tan! Hey! Can you get a little closer so I can see the price?,1
I can see it from right here. It’ll cost you one husband.,1
"Okay, I’m sorry. I think I can walk the rest of the way now. Just-just give me my boots.",2
Come on more!,2
Oh God!,1
"Yeah, you like that don’t you?",0
Oh yeah right there!,1
You want it there? You take it there baby!,1
Uh Phoebe?,2
"Yeah, say my name. Say it!  And now I’m going to cover you back up, and umm we’re never doing this again.",1
Happy?! Is that what I’m supposed to be Vic? Happy?,2
"Well, why don’t you tell me what you’re supposed to be!",2
Huh?,0
Because I sure as hell can’t figure it out!,2
I talk to you and it’s nothin’.,0
"You look at me, and nothin’.",0
Nothing.,0
"You guys make me fly! High! Okay, we’re gonna pick it up here, tomorrow.",1
"Well, that was ah...",0
What?! What are you doing?!,2
Do you know what just happened?,2
Yeah. We-we had sex and then we fell asleep.,0
No. We were in the middle of sex…and,0
"Nooo! No, that’s not true. No, best time ever! Yeah, you rocked my world!",1
"Don't worry, Chandler, it's not a globe of the United States.",0
Hey you guys I'm gonna go out and take a walk.,0
"Phoebe, why is your bag moving?",2
"Oh, it's not!",0
"Seriously, it's moving!",2
What the hell is in there?,2
It's just my knitting that's all!  Yes! I knit this. I'm very good.,0
There will come a time in each of your careers when you’ll have a chance to screw over another soap opera actor.,0
"I had such an opportunity in the recent, present.",0
"And I’m ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",2
"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",2
"And now, he’s got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me I’m stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.",2
"I’m sorry, I’m sorry, I’m sorry.",2
Thank you.,0
Rach?,1
I’ll be out in a second.,0
Oh.  It’s just so unexpected! I…I uh…Boy I’ll tell you it’s just such an honor to be nominated for a,1
"Honey, we have to go. Our reservations are at 8:00.",0
in Reservations at 8:00 by Neil Simon.  Thank-thank you Neil. Thank you for the words.,0
"Okay honey, you can finish this later we’re gonna be late. We gotta go.",0
"Please, don’t play the music. Just uh one more.",1
I can't believe you don't want to know.,2
"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",1
And Monica knows...,0
"Wha, heh, how could you know, I don't even know!",1
"Carol called me to thank me for the lasagna, I asked, she told me.",0
So what's it gonna be?,1
"Wait—oh—hey—huh, oh great now he knows, and I don't know!",2
"I'm sorry, I'm just excited about being an aunt!",1
Or an uncle...,0
Hey Phoebe!,1
Hi Pheebs!,1
Pheebs!,1
Fine!,2
"Phoebe, what's the matter?",0
"Nothing, I'm sorry, I'm just, I'm out of sorts.",2
"Oh, right, that's me!",1
"Hey, Chandler, that table place closes at 7, come on.",0
Fine.,0
"Phoebe, what is it?",0
"All right, you know Paolo?",0
"I'm familiar with his work, yes...",0
"Well, he made a move on me.",2
"Whoa, store will be open tomorrow!",1
"More coffee over here, please!",1
Hey.,0
"Hey. What, what are you doing here?",1
"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.",2
"Yeah,  oh, but oh...",0
"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",0
Destiny.,0
Sure.,0
Yes.,0
All right.,0
Okay.  Yikes! That one doesn’t look very fulfilled.,2
"Oh, that’s, that’s ah, one of the old ones, he’s just taking it to the back.",0
"You keep the old ones in the back, that is so ageist.",2
Well we have to make room for the fresh ones.,0
"So, what happens to the old guys?",2
"Well, they go into the chipper.",0
"Why, do I have a feeling that’s not as happy as it sounds?  No! Nooooo!!!",2
Hey! Hey!!,2
Light still out?,0
Yeah.,0
Oh. Maybe they're- napping.,0
"Oh please, they're having sex.",2
Shut up!,2
"So, whaddya think George is like?",0
I think he's shy.,0
Yeah?,1
Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.,0
"Hi! Hi, I’m Ross, you don’t know me, but I’m a big, big fan of yours. I mean,",1
Aren’t you with that girl over there?,0
"Well, yeah, kinda.",0
